,phone,longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,Attributes,Annual Report Expense Ratio (net),Holdings Turnover,Total Net Assets,forwardPE
31,(415) 670-2000,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets in a portfolio of U.S. dollar-denominated investment-grade fixed- and floating-rate debt securities that are rated BBB- or higher by S&P Global Ratings and/or Fitch Ratings, Inc. (""Fitch""), or Baa3 or higher by Moody's Investors Service, Inc. (""Moody's""), or, if unrated, determined by the fund's management team to be of equivalent quality.",86400,2,50.5182,50.5,50.4925,50.52,50.5182,50.5,50.4925,50.52,,1033556,1033556,1315990,1132410,1132410,50.5,50.53,29200,4000,0.0478,6085111296,50.03,50.52,50.3614,50.2724,0.0,0.0,50.49819,USD,Ultrashort Bond,0.0030778,0.04,iShares,1386720000,Exchange Traded Fund,0.0229166,0.0229775,BTS,ETF,ICSH,ICSH,BlackRock Ultra Short-Term Bond,iShares Ultra Short-Term Bond ETF,1387204200,America/New_York,EST,ff03fbe2-285e-3717-a39a-9e50cfdd6c24,finmb_249281599,-18000000,,ICSH,0.08%,41.00%,0.00,
32,,"The fund will invest at least 80% of its net assets in fixed income securities and in ETFs and closed-end funds that invest substantially all of their assets in fixed income securities. It uses a low duration strategy to seek to outperform the ICE BofA US Treasury Bill Index in addition to providing returns in excess of those available in U.S. Treasury bills, government repurchase agreements, and money market funds, while seeking to provide preservation of capital and daily liquidity.",86400,2,50.01,50.01,50.01,50.025,50.01,50.01,50.01,50.025,,776371,776371,729073,767070,767070,50.01,50.03,1800,1000,0.0496,1894622976,49.54,50.12,49.8772,49.7602,0.0,0.0,50.02,USD,Ultrashort Bond,0.0026063002,0.08,Invesco,1202774400,Exchange Traded Fund,0.0204847,0.022457099,PCX,ETF,GSY,GSY,Invesco Ultra Short Duration ET,Invesco Ultra Short Duration ETF,1202826600,America/New_York,EST,9862c0a9-dd61-38e8-b607-7504d289dd09,finmb_41075875,-18000000,,GSY,0.22%,0.00%,0.00,
33,,"Under normal market conditions, the fund invests at least 80% of the sum of its net assets and the amount of any borrowings for investment purposes in the securities of large-capitalization companies. The index is comprised of equity securities issued by large capitalization companies listed on U.S. exchanges that meet certain environmental, social, and governance (""ESG"") criteria.",86400,2,69.24,69.51,69.3476,70.24,69.24,69.51,69.3476,70.24,38.923054,44105,44105,70327,60640,60640,68.5,74.09,800,800,0.0043,1200641408,50.39,70.24,66.80296,61.62113,,,70.2201,USD,Large Growth,0.0110839,1.2,Nuveen,1481587200,Exchange Traded Fund,0.0902496,0.19290581,BTS,ETF,NULG,NULG,Nuveen ESG Large-Cap Growth ETF,Nuveen ESG Large-Cap Growth ETF,1482417000,America/New_York,EST,135f44ee-a462-361b-99df-530652e4e6c5,finmb_408163348,-18000000,,NULG,0.26%,78.00%,"117,239.90",
34,,"The fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in a portfolio of investment-grade, variable rate or floating rate debt securities. At least 80% of its net assets (plus any borrowings for investment purposes) will be invested in Variable Rate Instruments that are, at the time of purchase, investment grade (or in affiliated ETFs that invest primarily in any or all of the foregoing securities).",86400,2,25.12,25.12,25.12,25.13,25.12,25.12,25.12,25.13,,176744,176744,264203,183040,183040,25.12,25.13,3200,1400,0.059699997,805333056,24.55,25.13,24.98014,24.93994,0.0,0.0,25.11,USD,Ultrashort Bond,0.0054022004,0.04,Invesco,1474329600,Exchange Traded Fund,0.0317178,0.0311146,NGM,ETF,VRIG,VRIG,Invesco Variable Rate Investmen,Invesco Variable Rate Investment Grade ETF,1474551000,America/New_York,EST,779351a4-c351-3cb9-85aa-562b1c33d837,finmb_402502347,-18000000,,VRIG,0.30%,0.00%,0.00,
35,(973) 367-7521,"The fund invests primarily in a portfolio of investment grade, U.S. dollar denominated short-term fixed, variable and floating rate debt instruments. Under normal market conditions, it invests at least 80% of its investable assets in bonds with varying maturities. Although the fund may invest in instruments of any duration or maturity, it normally will seek to maintain a weighted average portfolio duration of one year or less and a weighted average maturity of three years or less.",86400,2,49.55,49.58,49.56,49.58,49.55,49.58,49.56,49.58,,1117616,1117616,1295368,1653160,1653160,49.57,49.58,800,1400,0.0548,5860601856,48.9,49.6,49.4514,49.3513,0.0,0.0,49.585,USD,Ultrashort Bond,0.0038468998,0.03,PGIM Investments,1522886400,Exchange Traded Fund,0.0282041,0.026040299,PCX,ETF,PULS,PULS,PGIM Ultra Short Bond ETF,PGIM Ultra Short Bond ETF,1523367000,America/New_York,EST,6658b70d-2d9d-3767-81b1-0f82b910af1f,finmb_550425246,-18000000,,PULS,0.15%,0.00%,0.00,
36,(414) 765-5586,"Under normal circumstances, at least 80% of the fund’s net assets will be invested in the securities of U.S. companies. The index uses an objective, rules-based methodology to track the performance of U.S. companies whose employees and political action committees (“PACs”) are highly supportive of Republican candidates for election to the United States Congress, the Vice Presidency, or the Presidency (“Candidates”) and party-affiliated federal committees or groups that are subject to federal campaign contribution limits.",86400,2,40.7909,41.34,41.2907,40.9651,40.7909,41.34,41.2907,40.9651,14.502197,575,575,811,850,850,16.53,66.09,2200,800,0.016,19839778,35.57,42.369,40.48626,38.996265,,,41.306,USD,Large Value,-0.0109538,0.94,Point Bridge Capital,1504656000,Exchange Traded Fund,0.1109361,0.1196089,BTS,ETF,MAGA,MAGA,Point Bridge America First ETF,Point Bridge America First ETF,1505395800,America/New_York,EST,99245514-d9f1-385f-b84d-d742394b928f,finmb_533774512,-18000000,,MAGA,0.72%,0.00%,"33,508.28",
37,303-336-3863,The fund normally invests at least 80% of its net assets in a portfolio of fixed income instruments of varying maturities. It may invest up to 20% in asset-backed securities that are rated investment grade or of similar quality as determined by the Adviser. The average portfolio duration of the fund generally will be within 0-2 years of the index.,86400,2,48.48,48.46,48.44,48.47,48.48,48.46,48.44,48.47,,334394,334394,465962,496710,496710,43.81,49.65,900,800,0.0395,2399965440,47.45,48.49,48.2346,47.92598,,,48.46,USD,Ultrashort Bond,0.0024834,0.1,Janus Henderson,1479254400,Exchange Traded Fund,0.0195391,0.0259231,PCX,ETF,VNLA,VNLA,Janus Henderson Short Duration ,Janus Henderson Short Duration Income ETF,1479825000,America/New_York,EST,6298d8cd-c7fd-38db-b8bb-3b28021da090,finmb_378490776,-18000000,,VNLA,0.23%,53.00%,0.00,
38,+1 405 7788377,"The index is designed to measure the performance of a portfolio of 25 securities selected from the Solactive 500 that the index provider believes will most likely benefit from the “short-term reversal” effect, as determined by applying a proprietary algorithm. The fund invests at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in large capitalization securities issued by a U.S. company or a company economically tied to the U.S.",86400,2,23.4661,23.47,23.47,23.6381,23.4661,23.47,23.47,23.6381,19.448555,49155,49155,15893,9380,9380,19.08,27.81,900,900,0.0274,27459712,21.59,25.7,23.5044,23.77505,,,23.59,USD,Large Blend,-0.0071249995,0.79,Exchange Traded Concepts,1537401600,Exchange Traded Fund,0.010408401,0.0831765,PCX,ETF,UTRN,UTRN,Vesper US Large Cap Short-Term ,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,1537536600,America/New_York,EST,a9d1e4e8-e8ea-3cb6-b806-c7a1d34c4805,finmb_574863542,-18000000,,UTRN,0.75%,0.00%,"79,533.35",
39,,The fund invests primarily in U.S. equity securities that tend to offer current dividends. It focuses on high-quality companies that have prospects for long-term total returns as a result of their ability to grow earnings and their willingness to increase dividends over time.,86400,2,27.38,27.2989,27.21,27.38,27.38,27.2989,27.21,27.38,,8257,8257,87272,33670,33670,24.64,29.88,1000,1000,0.0121,253877440,27.21,31.33,27.5224,28.01597,0.0,0.0,27.3412,USD,,-0.0040015,0.23,Core Alternative Capital,1495497600,Exchange Traded Fund,-0.001953,0.020866102,PCX,ETF,CCOR,CCOR,Core Alternative ETF,Core Alternative ETF,1495719000,America/New_York,EST,d74ebdac-6a87-3aaf-92f7-be51879d5e65,finmb_428023467,-18000000,,CCOR,1.07%,19.00%,"144,906.70",
40,1-800-474-2737,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the technology sector of the U.S. equity market, as defined by FTSE Russell. The fund is non-diversified.",86400,2,125.06,126.07,125.71,128.03,125.06,126.07,125.71,128.03,38.793163,785251,785251,708293,697360,697360,126.47,128.5,1200,800,0.004,14116834304,79.16,128.03,119.0034,107.83085,0.032,0.0002558772,128.02695,USD,Technology,0.043014303,1.26,iShares,958348800,Exchange Traded Fund,0.148342,0.2540874,PCX,ETF,IYW,IYW,iShares U.S. Technology ETF,iShares U.S. Technology ETF,958743000,America/New_York,EST,b93d9fef-c14e-3176-a0bf-22274ca58882,finmb_8796469,-18000000,,IYW,0.40%,10.00%,"458,434.06",
41,,"Under normal market conditions, the fund invests at least 80% of its net assets in senior loans and investments that provide exposure to senior loans. Senior loans include loans referred to as leveraged loans, bank loans and/or floating rate loans. The fund invests predominantly in income-producing senior floating interest rate corporate loans made to or issued by U.S. companies, non-U.S. entities and U.S. subsidiaries of non-U.S. entities.",86400,2,24.36,24.4,24.37,24.4,24.36,24.4,24.37,24.4,,75446,75446,147775,222280,222280,24.37,24.59,1000,900,0.083900005,307700672,23.11,24.4,24.163,23.925634,,,24.32,USD,Bank Loan,0.0037052,0.29,Franklin Templeton Investments,1527638400,Exchange Traded Fund,0.0494026,0.0462647,BTS,ETF,FLBL,FLBL,Franklin Senior Loan ETF,Franklin Senior Loan ETF,1527859800,America/New_York,EST,e87a4b53-24c1-3fb6-a3dd-78bc36a6f63a,finmb_556182240,-18000000,,FLBL,0.45%,26.07%,0.00,
42,(510) 522-9600,"The fund seeks to maintain substantial economic exposure to the performance of the commodities markets. It primarily gains exposure to the commodities markets through the investments of its wholly-owned subsidiary. The subsidiary, which has the same investment objective as the fund, is advised by the Adviser and sub-adviser. The fund seeks to provide exposure to the commodities markets that corresponds to the SummerHaven Dynamic Commodity Index Total ReturnSM. The index is a total return commodity sector index designed to broadly represent major commodities. The fund is non-diversified.",86400,2,17.685,17.79,17.6423,17.76,17.685,17.79,17.6423,17.76,,131112,131112,12486,19190,19190,17.43,17.99,800,1300,0.0346,11786583,16.45,19.36,17.86234,17.865265,,,17.643,USD,Commodities Broad Basket,0.0117445,1.0,USCF Investments,1525305600,Exchange Traded Fund,0.21041031,0.0896958,PCX,ETF,SDCI,SDCI,USCF SummerHaven Dynamic Commod,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,1525440600,America/New_York,EST,216f8bf7-3d23-3935-a2b0-9fc14d4d53f8,finmb_552598842,-18000000,,SDCI,0.64%,0.00%,0.00,
43,(866) 787-2257,"The Adviser invests, under normal circumstances, at least 80% of the fund's net assets (plus the amount of borrowings for investment purposes) in a portfolio of U.S. dollar-denominated investment-grade fixed income securities. The fund may also invest in exchange traded products (""ETPs""). It is non-diversified.",86400,2,40.5,40.45,40.47,40.5,40.5,40.45,40.47,40.5,,74661,74661,180059,137960,137960,36.59,40.69,1100,4000,0.044499997,576515456,40.02,40.53,40.348,40.2372,,,40.47495,USD,Ultrashort Bond,0.0027241001,0.06,SPDR State Street Global Advisors,1381276800,Exchange Traded Fund,0.022691801,0.0229047,PCX,ETF,ULST,ULST,SPDR SSgA Ultra Short Term Bond,SPDR SSgA Ultra Short Term Bond ETF,1381411800,America/New_York,EST,dbd1694d-7c86-33eb-a20f-e10da5f08691,finmb_244403381,-18000000,,ULST,0.20%,34.00%,0.00,
44,,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of U.S. dollar-denominated, investment grade floating rate notes.",86400,2,30.72,30.73,30.71,30.73,30.72,30.73,30.71,30.73,,382841,382841,836788,618230,618230,30.65,30.72,2900,4000,0.056799997,2383801344,29.68,30.73,30.6156,30.59795,0.0,0.0,30.69355,USD,Ultrashort Bond,0.0042498,0.01,SPDR State Street Global Advisors,1322611200,Exchange Traded Fund,0.027888201,0.0253898,PCX,ETF,FLRN,FLRN,SPDR Bloomberg Investment Grade,SPDR Bloomberg Investment Grade Floating Rate ETF,1322749800,America/New_York,EST,bedc93c5-52fc-3084-96ae-f88e824315bd,finmb_143773983,-18000000,,FLRN,0.15%,28.00%,0.00,
45,,"Under normal market conditions, the fund will seek to achieve its investment objectives by investing at least 60% of its net assets (including investment borrowings) in mortgage-related debt securities and other mortgage-related instruments (collectively, ""Mortgage-Related Investments""). The advisor normally expects to invest in Mortgage-Related Investments tied to residential and commercial mortgages.",86400,2,48.36,48.26,48.26,48.3325,48.36,48.26,48.26,48.3325,,496291,496291,575727,641000,641000,43.65,52.93,900,900,0.0397,3897390336,46.58,48.55,47.8862,47.6736,0.0,0.0,48.3,USD,Short-Term Bond,0.0,0.34,First Trust Advisors L.P.,1415059200,Exchange Traded Fund,0.0055988003,0.015195901,NGM,ETF,LMBS,LMBS,First Trust Low Duration Opport,First Trust Low Duration Opportunities ETF,1415197800,America/New_York,EST,20f2cb65-70cb-3f78-bac4-b0c263b40716,finmb_264394907,-18000000,,LMBS,0.66%,646.00%,0.00,
46,301-260-0162,"The fund primarily invests in other exchange traded funds (""ETFs"") that invests primarily in domestic and foreign (including emerging markets) (i) equity securities of any market capitalization, (ii) fixed-income securities of any credit quality, or (iii) alternative assets. It may invest up to 25% of its total assets in the Tactical Subsidiary.",86400,2,10.0898,10.2,10.2,10.2594,10.0898,10.2,10.2,10.2594,11.780162,2476,2476,698,660,660,4.1,16.39,1000,1000,0.0052,3064327,9.1,10.64,9.97974,10.01249,,,10.15,USD,Tactical Allocation,0.0061194003,0.84,ArrowShares,1412121600,Exchange Traded Fund,0.0283236,0.0672903,BTS,ETF,DWAT,DWAT,Arrow Investments Trust Arrow D,Arrow DWA Tactical: Macro ETF,1412170200,America/New_York,EST,18175ab0-fcf1-32ea-84e0-cb5eefa9bbd5,finmb_273709682,-18000000,,DWAT,1.95%,144.00%,"105,099.92",
47,(800) 621-1675,"Under normal market conditions, the fund seeks to achieve its investment objective by investing at least 80% of its net assets (including investment borrowings) in municipal debt securities that pay interest that is exempt from regular federal income taxes. The municipal securities in which the fund invests may be fixed, variable or floating-rate securities.",86400,2,19.8751,19.87,19.86,19.8784,19.8751,19.87,19.86,19.8784,,95182,95182,120104,77950,77950,14.91,31.79,800,800,0.024,410481440,19.31,20.05,19.80106,19.69675,,,19.85,USD,Muni National Short,-0.0042607,0.4,First Trust Advisors L.P.,1541030400,Exchange Traded Fund,0.0003871,0.015246299,PCX,ETF,FSMB,FSMB,First Trust Short Duration Mana,First Trust Short Duration Managed Municipal ETF,1543329000,America/New_York,EST,cc44d965-bcb0-39d9-98fc-05bd9e57e7a0,finmb_579972164,-18000000,,FSMB,0.55%,50.00%,0.00,
